time,lat,lon,U,V
3408,8,293,-1.7511816,-0.75667083
3414,8,293,-1.2190199,-0.9059304
3420,8,293,-2.4763231,-1.5976124
3426,8,293,-3.643838,-1.7281036
3432,8,293,-2.220357,0.75225794
3438,8,293,-1.9090471,0.25686574
3444,8,293,-2.75278,-1.4385777
3450,8,293,-2.977748,0.52348745
3456,8,293,0.057026863,1.9175626
3462,8,293,1.1582747,1.5071945
3468,8,293,0.24370444,1.9551973
3474,8,293,0.6422366,2.096035
3480,8,293,-0.16482449,1.5742016
3486,8,293,-1.207593,0.18682402
3492,8,293,-2.2208033,0.1685105
3498,8,293,-1.99055,0.053334236
3504,8,293,-0.7450781,-1.3041811
3510,8,293,-1.4118528,0.48415434
3516,8,293,-0.9289999,-0.92530745
3522,8,293,-3.1464653,-1.146307
3528,8,293,0.33851796,1.2791156
3534,8,293,-0.07287812,0.23377681
3540,8,293,-0.23045254,1.4143946
3546,8,293,3.704321,2.4786377
3552,8,293,-0.024648666,0.97730064
3558,8,293,-1.1102858,-0.8198731
3564,8,293,-2.929863,-0.30245942
3570,8,293,-2.6895046,-0.13939476
3576,8,293,-1.1318626,-1.0406466
3582,8,293,-1.5161848,-1.331644
3588,8,293,-2.113677,-0.44149286
3594,8,293,-0.88172436,0.13634545
3600,8,293,-0.81520176,0.65693486
3606,8,293,-0.41253757,1.2115829
3612,8,293,-0.9820652,-0.044987887
3618,8,293,-0.5907335,0.9873893
3624,8,293,1.2112999,1.405994
3630,8,293,1.5517648,2.3334723
3636,8,293,1.2367663,1.419165
3642,8,293,2.0074768,1.6693623
3648,8,293,0.17688537,1.9143355
3654,8,293,-0.44682115,0.9909558
3660,8,293,-0.97652334,0.51953965
3666,8,293,1.3471168,1.4496317
3672,8,293,1.8998895,1.6221409
3678,8,293,0.3655367,1.0871117
3684,8,293,-0.95761013,1.1558876
3690,8,293,-0.047689736,0.8164622
3696,8,293,-0.87299156,-0.37269306
3702,8,293,-1.5273895,1.1997652
3708,8,293,-0.8977318,1.1350822
3714,8,293,0.99751484,1.526773
3720,8,293,0.94084865,0.8422456
3726,8,293,-0.10992241,1.0202208
3732,8,293,-1.5760231,1.4239216
3738,8,293,1.5457585,0.7475163
3744,8,293,0.59889114,1.478861
3750,8,293,0.6419858,1.2613014
3756,8,293,-0.49394798,1.0082489
3762,8,293,-0.98194885,0.9936506
3768,8,293,-1.1838331,-0.3839594
3774,8,293,0.3716665,0.78288585
3780,8,293,-0.15977967,1.012958
3786,8,293,0.7512842,1.1284618
3792,8,293,0.003264785,-0.7163336
3798,8,293,0.019269437,0.6311992
3804,8,293,-0.061234474,0.46776205
3810,8,293,0.5126455,1.1567295
3816,8,293,-0.37013352,0.91804546
3822,8,293,-0.12812835,1.005153
3828,8,293,-0.3308357,-0.23521811
3834,8,293,0.307374,1.1496172
3840,8,293,-0.4711752,0.831505
3846,8,293,-0.31825536,0.77382404
3852,8,293,-0.23886251,1.2766886
3858,8,293,1.3176217,1.4881375
3864,8,293,0.4754026,0.9995076
3870,8,293,-0.4832859,1.132184
3876,8,293,-1.3288221,0.33987927
3882,8,293,-0.80105925,1.3104165
3888,8,293,-0.10111046,1.052783
3894,8,293,-1.3578863,0.74430335
3900,8,293,-1.2971153,0.30835158
3906,8,293,-0.8752203,0.4728735
3912,8,293,-0.5699501,0.73421735
3918,8,293,0.58234394,1.0903256
3924,8,293,-1.1787004,0.08965367
3930,8,293,-0.9686537,1.6213868
3936,8,293,2.4144945,3.212051
3942,8,293,1.5506629,1.3195211
3948,8,293,1.7717583,1.5946054
3954,8,293,1.0841799,1.0348258
3960,8,293,0.20930845,1.1687803
3966,8,293,0.13599133,1.4459143
3972,8,293,0.36413008,1.5623978
3978,8,293,1.9283075,1.503774
3984,8,293,0.8285045,0.812273
3990,8,293,-0.031010866,0.63409203
3996,8,293,-0.24771214,-2.041131
4002,8,293,2.4671104,0.40444565
4008,8,293,1.2387762,1.9176369
4014,8,293,1.053104,1.2965937
4020,8,293,-1.2013607,0.9061142
4026,8,293,0.033009782,1.8523917
4032,8,293,-0.4883728,1.3291011
4038,8,293,-0.17567813,0.2802161
4044,8,293,-1.9888067,-0.6352743
4050,8,293,-0.936779,0.98537296
4056,8,293,-0.91839504,-0.03908699
4062,8,293,-0.61828774,1.1154971
4068,8,293,0.39217788,0.91883385
4074,8,293,1.5476034,1.3797112
4080,8,293,0.09344542,1.1336067
4086,8,293,-0.5155425,0.6351863
4092,8,293,-1.3612976,-0.13311642
4098,8,293,-0.8230219,0.73839694
4104,8,293,1.3035431,1.1688058
4110,8,293,-0.15827274,0.52163225
4116,8,293,-0.63696647,0.14496022
4122,8,293,-1.2811031,1.0069602
4128,8,293,0.19723088,1.1443009
4134,8,293,0.77272964,0.86916894
4140,8,293,-0.90436935,-0.24173862
4146,8,293,0.19430238,0.99799514
4152,8,293,-0.3374555,0.12069893
4158,8,293,0.8417568,0.20193481
4164,8,293,0.2829485,-1.0655861
4170,8,293,1.8688105,1.590188
4176,8,293,1.7037345,2.0778003
4182,8,293,0.6019858,1.1323864
4188,8,293,-0.37428135,0.002355706
4194,8,293,-1.057684,0.04367411
4200,8,293,-1.3027029,-0.13014019
4206,8,293,-0.8888842,-0.12083721
4212,8,293,-0.7496492,-0.05108458
